|OrderId|OrderDate |OrderAmount|SalePersone     |
|56,879 |2022-02-08|354.94     |Garth Evershed  |
|56,880 |2022-02-08|1,806.5    |Douglas Evershed|
|56,881 |2022-02-08|567        |Freddy Machicado|
|56,882 |2022-02-08|4,559.25   |Garth Evershed  |
|56,883 |2022-02-08|5,892      |Lyndon Evershed |
|56,884 |2022-02-09|3,450      |Lyndon Evershed |
|56,885 |2022-02-09|4,550.04   |Lyndon Evershed |
|56,886 |2022-02-09|505.35     |Garth Evershed  |
|56,887 |2022-02-09|5,037.5    |Jenna Harbud    |
|56,888 |2022-02-09|2,950.35   |Jenna Harbud    |
|56,889 |2022-02-09|980        |Lyndon Evershed |
|56,890 |2022-02-09|1,972.5    |Lyndon Evershed |
|56,891 |2022-02-09|8,410      |Garth Evershed  |
|56,892 |2022-02-10|934.09     |Garth Evershed  |
|56,893 |2022-02-10|351        |Lyndon Evershed |
|56,894 |2022-02-10|2,566      |Jenna Harbud    |
|56,895 |2022-02-11|948.45     |Garth Evershed  |
|56,896 |2022-02-11|3,640      |Lyndon Evershed |
|56,897 |2022-02-11|1,728      |Lyndon Evershed |
|56,898 |2022-02-11|1,405      |Garth Evershed  |
|56,899 |2022-02-11|4,811      |Douglas Evershed|
|56,900 |2022-02-11|420        |Garth Evershed  |
|56,901 |2022-02-11|952.5      |Garth Evershed  |
|56,902 |2022-02-11|10,850     |Garth Evershed  |
|56,903 |2022-02-11|1,030      |Jenna Harbud    |
|56,904 |2022-02-11|7,691      |Douglas Evershed|
|56,905 |2022-02-11|537.95     |Freddy Machicado|
|56,906 |2022-02-11|1,770      |Freddy Machicado|
|56,907 |2022-02-14|459        |Lyndon Evershed |
|56,908 |2022-02-14|2,964.5    |Lyndon Evershed |
|56,909 |2022-02-14|1,823.5    |Lyndon Evershed |
|56,910 |2022-02-14|1,893      |Lyndon Evershed |
|56,911 |2022-02-14|3,025      |Jenna Harbud    |
|56,912 |2022-02-14|1,930      |Douglas Evershed|
|56,913 |2022-02-14|252        |Garth Evershed  |
|56,914 |2022-02-14|680        |Garth Evershed  |
|56,915 |2022-02-14|2,236      |Lyndon Evershed |
|56,916 |2022-02-14|1,523.4    |Freddy Machicado|
|56,917 |2022-02-14|883.5      |Freddy Machicado|
|56,918 |2022-02-14|1,132.5    |Garth Evershed  |
|56,919 |2022-02-15|1,207.5    |Jenna Harbud    |
|56,920 |2022-02-15|952.5      |Garth Evershed  |
|56,921 |2022-02-15|2,061      |Lyndon Evershed |
|56,922 |2022-02-15|1,331      |Douglas Evershed|
|56,923 |2022-02-15|1,286.5    |Lyndon Evershed |
|56,924 |2022-02-15|1,394.99   |Garth Evershed  |
|56,925 |2022-02-15|975        |Jenna Harbud    |
|56,926 |2022-02-16|312.5      |Lyndon Evershed |
|56,927 |2022-02-16|1,343.5    |Garth Evershed  |
|56,928 |2022-02-16|1,202.5    |Garth Evershed  |
|56,929 |2022-02-16|2,041      |Lyndon Evershed |
|56,930 |2022-02-16|378.54     |Jenna Harbud    |
|56,931 |2022-02-16|499        |Lyndon Evershed |
|56,932 |2022-02-16|250        |Freddy Machicado|
|56,933 |2022-02-16|3,132      |Jenna Harbud    |
|56,934 |2022-02-16|1,525      |Lyndon Evershed |
|56,935 |2022-02-16|4,950      |Garth Evershed  |
|56,936 |2022-02-17|3,298.95   |Garth Evershed  |
|56,937 |2022-02-17|263.75     |Freddy Machicado|
|56,938 |2022-02-17|12,508.7   |Lyndon Evershed |
|56,939 |2022-02-17|1,157.55   |Garth Evershed  |
|56,940 |2022-02-17|3,981.5    |Jenna Harbud    |
|56,941 |2022-02-18|2,010      |Garth Evershed  |
|56,942 |2022-02-18|549        |Freddy Machicado|
|56,943 |2022-02-18|1,108      |Freddy Machicado|
|56,944 |2022-02-21|2,582      |Lyndon Evershed |
|56,945 |2022-02-21|5,614      |Jenna Harbud    |
|56,946 |2022-02-21|1,044.2    |Garth Evershed  |
|56,947 |2022-02-21|252.5      |Jenna Harbud    |
|56,948 |2022-02-21|4,296.25   |Freddy Machicado|
|56,949 |2022-02-21|6,482.55   |Garth Evershed  |
|56,950 |2022-02-22|2,180      |Garth Evershed  |
|56,951 |2022-02-22|900        |Jenna Harbud    |
|56,952 |2022-02-22|1,425      |Jenna Harbud    |
|56,953 |2022-02-22|10,166     |Douglas Evershed|
|56,954 |2022-02-22|490.5      |Freddy Machicado|
|56,955 |2022-02-22|743.95     |Garth Evershed  |
|56,956 |2022-02-22|4,136      |Jenna Harbud    |
|56,957 |2022-02-22|1,002      |Lyndon Evershed |
|56,958 |2022-02-23|5,713.62   |Garth Evershed  |
|56,959 |2022-02-23|408.75     |Garth Evershed  |
|56,960 |2022-02-23|256        |Douglas Evershed|
|56,961 |2022-02-23|1,828.95   |Garth Evershed  |
|56,962 |2022-02-23|1,241      |Jenna Harbud    |
|56,963 |2022-02-23|559        |Freddy Machicado|
|56,964 |2022-02-23|1,775.6    |Lyndon Evershed |
|56,965 |2022-02-24|3,825      |Garth Evershed  |
|56,966 |2022-02-24|870        |Garth Evershed  |
|56,967 |2022-02-24|939        |Lyndon Evershed |
|56,968 |2022-02-24|1,865.5    |Jenna Harbud    |
|56,969 |2022-02-24|610        |Jenna Harbud    |
|56,970 |2022-02-24|1,149      |Lyndon Evershed |
|56,971 |2022-02-24|494        |Lyndon Evershed |
|56,972 |2022-02-24|2,662      |Lyndon Evershed |
|56,973 |2022-02-24|570        |Jenna Harbud    |
|56,974 |2022-02-24|1,433.5    |Jenna Harbud    |
|56,975 |2022-02-24|2,184      |Jenna Harbud    |
|56,976 |2022-02-24|1,492      |Lyndon Evershed |
|56,977 |2022-02-25|898.95     |Garth Evershed  |
|56,978 |2022-02-25|5,057.5    |Garth Evershed  |
|56,979 |2022-02-25|270        |Lyndon Evershed |
|56,980 |2022-02-25|6,522.99   |Jenna Harbud    |
|56,981 |2022-02-25|1,506.6    |Jenna Harbud    |
|56,982 |2022-02-25|3,037.95   |Garth Evershed  |
|56,983 |2022-02-25|684.5      |Garth Evershed  |
|56,984 |2022-02-25|592.9      |Lyndon Evershed |
|56,985 |2022-02-25|290        |Freddy Machicado|
|56,986 |2022-02-28|1,457      |Lyndon Evershed |
|56,987 |2022-02-28|545.45     |Garth Evershed  |
|56,988 |2022-02-28|5,189      |Lyndon Evershed |
|56,989 |2022-02-28|1,299.8    |Lyndon Evershed |
|56,990 |2022-02-28|740        |Freddy Machicado|
|56,991 |2022-02-28|7,857      |Lyndon Evershed |
|56,992 |2022-02-28|549.95     |Garth Evershed  |
|56,993 |2022-03-01|2,085      |Jenna Harbud    |
|56,994 |2022-03-01|1,825.5    |Garth Evershed  |
|56,995 |2022-03-01|6,118      |Lyndon Evershed |
|56,996 |2022-03-01|671        |Jenna Harbud    |
|56,997 |2022-03-01|455.28     |Garth Evershed  |
|56,998 |2022-03-01|2,234      |Lyndon Evershed |
|56,999 |2022-03-01|13,900     |Lyndon Evershed |
|57,000 |2022-03-02|1,250      |Lyndon Evershed |
|57,001 |2022-03-02|576.25     |Jenna Harbud    |
|57,002 |2022-03-02|2,552      |Jenna Harbud    |
|57,003 |2022-03-02|1,256.36   |Jenna Harbud    |
|57,004 |2022-03-02|6,697.95   |Garth Evershed  |
|57,005 |2022-03-02|1,573.5    |Lyndon Evershed |
|57,006 |2022-03-03|1,004      |Douglas Evershed|
|57,007 |2022-03-03|937.75     |Garth Evershed  |
|57,008 |2022-03-03|302.5      |Garth Evershed  |
|57,009 |2022-03-03|2,855      |Freddy Machicado|
|57,010 |2022-03-03|2,943.45   |Garth Evershed  |
|57,011 |2022-03-03|417.5      |Garth Evershed  |
|57,012 |2022-03-03|3,603      |Freddy Machicado|
|57,013 |2022-03-04|10,924.85  |Lyndon Evershed |
|57,014 |2022-03-04|532        |Jenna Harbud    |
|57,015 |2022-03-04|1,329      |Lyndon Evershed |
|57,016 |2022-03-04|559.98     |Garth Evershed  |
|57,017 |2022-03-07|347.5      |Freddy Machicado|
|57,018 |2022-03-07|536.5      |Freddy Machicado|
|57,019 |2022-03-07|419.43     |Garth Evershed  |
|57,020 |2022-03-07|1,985.08   |Jenna Harbud    |
|57,021 |2022-03-07|834.95     |Garth Evershed  |
|57,022 |2022-03-07|695        |Garth Evershed  |
|57,023 |2022-03-07|2,228.5    |Richard Shaw    |
|57,024 |2022-03-07|264.95     |Garth Evershed  |
|57,025 |2022-03-07|1,900      |Lyndon Evershed |
|57,026 |2022-03-07|3,722      |Douglas Evershed|
|57,027 |2022-03-08|1,814      |Jenna Harbud    |
|57,028 |2022-03-08|1,261.16   |Jenna Harbud    |
|57,029 |2022-03-08|2,217      |Garth Evershed  |
|57,030 |2022-03-08|3,379.3    |Lyndon Evershed |
|57,031 |2022-03-08|15,585     |Lyndon Evershed |
|57,032 |2022-03-08|5,671.5    |Lyndon Evershed |
|57,033 |2022-03-08|296.95     |Garth Evershed  |
|57,034 |2022-03-08|3,208.5    |Jenna Harbud    |
|57,035 |2022-03-08|1,299      |Garth Evershed  |
|57,036 |2022-03-08|345        |Freddy Machicado|
|57,037 |2022-03-08|975        |Freddy Machicado|
|57,038 |2022-03-09|9,296      |Lyndon Evershed |
|57,039 |2022-03-09|2,045.8    |Richard Shaw    |
|57,040 |2022-03-09|1,333.95   |Freddy Machicado|
|57,041 |2022-03-09|122.36     |Freddy Machicado|
|57,042 |2022-03-09|2,472      |Freddy Machicado|
|57,043 |2022-03-10|1,959.65   |Garth Evershed  |
|57,044 |2022-03-10|744        |Jenna Harbud    |
|57,045 |2022-03-10|277.5      |Jenna Harbud    |
|57,046 |2022-03-10|192.55     |Lyndon Evershed |
|57,047 |2022-03-10|2,428      |Douglas Evershed|
|57,048 |2022-03-10|358        |Douglas Evershed|
|57,049 |2022-03-10|5,020.95   |Garth Evershed  |
|57,050 |2022-03-10|2,567.7    |Garth Evershed  |
|57,051 |2022-03-11|8,125.92   |Freddy Machicado|
|57,052 |2022-03-11|5,390      |Lyndon Evershed |
|57,053 |2022-03-11|2,966      |Jenna Harbud    |
|57,054 |2022-03-11|668        |Garth Evershed  |
|57,055 |2022-03-11|16,180     |Lyndon Evershed |
|57,056 |2022-03-11|5,863.5    |Garth Evershed  |
|57,057 |2022-03-14|836.3      |Lyndon Evershed |
|57,058 |2022-03-14|873        |Douglas Evershed|
|57,059 |2022-03-14|1,938      |Jenna Harbud    |
|57,060 |2022-03-14|1,444      |Garth Evershed  |
|57,061 |2022-03-14|2,922.15   |Garth Evershed  |
|57,062 |2022-03-14|1,232.5    |Jenna Harbud    |
|57,063 |2022-03-14|2,370      |Jenna Harbud    |
|57,064 |2022-03-14|70         |Garth Evershed  |
|57,065 |2022-03-14|4,025      |Freddy Machicado|
|57,066 |2022-03-15|2,536.7    |Jenna Harbud    |
|57,067 |2022-03-15|516.4      |Lyndon Evershed |
|57,068 |2022-03-15|251.3      |Lyndon Evershed |
|57,069 |2022-03-15|450        |Douglas Evershed|
|57,070 |2022-03-15|12,990     |Lyndon Evershed |
|57,071 |2022-03-16|730        |Garth Evershed  |
|57,072 |2022-03-16|1,154.5    |Garth Evershed  |
|57,073 |2022-03-16|1,175.25   |Garth Evershed  |
|57,074 |2022-03-16|667.98     |Freddy Machicado|
|57,075 |2022-03-16|19,177.76  |Garth Evershed  |
|57,076 |2022-03-16|3,707.2    |Garth Evershed  |
|57,077 |2022-03-17|1,520      |Douglas Evershed|
|57,078 |2022-03-17|104.95     |Richard Shaw    |
|57,079 |2022-03-17|1,603      |Richard Shaw    |
|57,080 |2022-03-17|1,825      |Richard Shaw    |
|57,081 |2022-03-17|1,014.69   |Garth Evershed  |
|57,082 |2022-03-17|1,405      |Garth Evershed  |
|57,083 |2022-03-17|466.28     |Jenna Harbud    |
|57,084 |2022-03-17|3,319      |Jenna Harbud    |
|57,085 |2022-03-17|1,498.95   |Freddy Machicado|
|57,086 |2022-03-18|1,849      |Jenna Harbud    |
|57,087 |2022-03-18|232        |Jenna Harbud    |
|57,088 |2022-03-18|3,150      |Jenna Harbud    |
|57,089 |2022-03-18|1,493.8    |Garth Evershed  |
|57,090 |2022-03-18|312.8      |Lyndon Evershed |
|57,091 |2022-03-18|1,265      |Jenna Harbud    |
|57,092 |2022-03-18|685.5      |Douglas Evershed|
|57,093 |2022-03-21|252        |Douglas Evershed|
|57,094 |2022-03-21|1,231.75   |Lyndon Evershed |
|57,095 |2022-03-21|280.75     |Jenna Harbud    |
|57,096 |2022-03-21|732.16     |Freddy Machicado|
|57,097 |2022-03-21|243        |Lyndon Evershed |
|57,098 |2022-03-21|222.78     |Jenna Harbud    |
|57,099 |2022-03-22|775.5      |Garth Evershed  |
|57,100 |2022-03-22|968        |Lyndon Evershed |
|57,101 |2022-03-22|2,172      |Douglas Evershed|
|57,102 |2022-03-23|662.5      |Lyndon Evershed |
|57,103 |2022-03-23|270        |Lyndon Evershed |
|57,104 |2022-03-23|839.85     |Freddy Machicado|
|57,105 |2022-03-23|250        |Freddy Machicado|
|57,106 |2022-03-23|2,767      |Garth Evershed  |
|57,107 |2022-03-23|311.71     |Freddy Machicado|
|57,108 |2022-03-23|453.4      |Jenna Harbud    |
|57,109 |2022-03-23|1,038.5    |Lyndon Evershed |
|57,110 |2022-03-24|250        |Lyndon Evershed |
|57,111 |2022-03-24|1,306.99   |Garth Evershed  |
|57,112 |2022-03-24|1,013.52   |Douglas Evershed|
|57,113 |2022-03-24|1,154.95   |Garth Evershed  |
|57,114 |2022-03-24|4,565      |Douglas Evershed|
|57,115 |2022-03-24|1,850      |Jenna Harbud    |
|57,116 |2022-03-24|184.18     |Jenna Harbud    |
|57,117 |2022-03-25|1,209.2    |Lyndon Evershed |
|57,118 |2022-03-25|343        |Jenna Harbud    |
|57,119 |2022-03-25|866.2      |Garth Evershed  |
|57,120 |2022-03-25|14,810     |Jenna Harbud    |
|57,121 |2022-03-28|9,206.25   |Lyndon Evershed |
|57,122 |2022-03-28|10,125     |Garth Evershed  |
|57,123 |2022-03-29|3,092.38   |Garth Evershed  |
|57,124 |2022-03-29|3,160      |Garth Evershed  |
|57,125 |2022-03-29|2,072.86   |Lyndon Evershed |
|57,126 |2022-03-29|930        |Jenna Harbud    |
|57,127 |2022-03-31|13,635     |Jenna Harbud    |
|57,128 |2022-03-31|3,690      |Jenna Harbud    |
|57,129 |2022-03-31|4,531      |Lyndon Evershed |
|57,130 |2022-03-31|390.5      |Lyndon Evershed |
|57,131 |2022-03-31|2,630.25   |Lyndon Evershed |
|57,132 |2022-03-31|389.95     |Garth Evershed  |
|57,133 |2022-03-31|497.84     |Freddy Machicado|
|57,134 |2022-03-31|1,350      |Douglas Evershed|
|57,135 |2022-03-31|4,402      |Douglas Evershed|
|57,136 |2022-03-31|430        |Jenna Harbud    |
|57,137 |2022-04-01|2,976      |Jenna Harbud    |
|57,138 |2022-04-01|600.5      |Lyndon Evershed |
|57,139 |2022-04-01|163.5      |Jenna Harbud    |
|57,140 |2022-04-01|16,496     |Garth Evershed  |
|57,141 |2022-04-01|1,595.95   |Freddy Machicado|
|57,142 |2022-04-04|2,396.5    |Lyndon Evershed |
|57,143 |2022-04-04|685        |Richard Shaw    |
|57,144 |2022-04-04|590        |Lyndon Evershed |
|57,145 |2022-04-04|0          |Jenna Harbud    |
|57,146 |2022-04-04|1,211.45   |Garth Evershed  |
|57,147 |2022-04-04|3,005      |Garth Evershed  |
|57,148 |2022-04-04|3,462.48   |Freddy Machicado|
|57,149 |2022-04-05|516.45     |Garth Evershed  |
|57,150 |2022-04-05|933        |Lyndon Evershed |
|57,151 |2022-04-05|1,768.5    |Jenna Harbud    |
|57,152 |2022-04-05|1,862.95   |Garth Evershed  |
|57,153 |2022-04-05|2,770      |Lyndon Evershed |
|57,154 |2022-04-05|870        |Douglas Evershed|
|57,155 |2022-04-05|1,265      |Lyndon Evershed |
|57,156 |2022-04-05|2,680.5    |Garth Evershed  |
|57,157 |2022-04-05|3,430.5    |Freddy Machicado|
|57,158 |2022-04-05|7,800      |Lyndon Evershed |
|57,159 |2022-04-05|285        |Lyndon Evershed |
|57,160 |2022-04-05|772.45     |Garth Evershed  |
|57,161 |2022-04-05|2,752      |Jenna Harbud    |
|57,162 |2022-04-06|2,638      |Lyndon Evershed |
|57,163 |2022-04-06|1,654.2    |Garth Evershed  |
|57,164 |2022-04-06|372        |Lyndon Evershed |
|57,165 |2022-04-06|1,487.45   |Garth Evershed  |
|57,166 |2022-04-06|895        |Lyndon Evershed |
|57,167 |2022-04-06|1,405      |Jenna Harbud    |
|57,168 |2022-04-06|1,015      |Jenna Harbud    |
|57,169 |2022-04-06|7,713      |Douglas Evershed|
|57,170 |2022-04-06|646        |Jenna Harbud    |
|57,171 |2022-04-06|1,835      |Douglas Evershed|
|57,172 |2022-04-06|2,190      |Richard Shaw    |
|57,173 |2022-04-06|1,072.78   |Freddy Machicado|
|57,174 |2022-04-06|3,013.5    |Jenna Harbud    |
|57,175 |2022-04-06|815        |Garth Evershed  |
|57,176 |2022-04-07|1,500      |Garth Evershed  |
|57,177 |2022-04-07|1,505      |Jenna Harbud    |
|57,178 |2022-04-07|1,094.1    |Lyndon Evershed |
|57,179 |2022-04-07|1,489      |Freddy Machicado|
|57,180 |2022-04-07|4,250.5    |Richard Shaw    |
|57,181 |2022-04-07|605        |Douglas Evershed|
|57,182 |2022-04-07|314.9      |Freddy Machicado|
|57,183 |2022-04-07|319        |Lyndon Evershed |
|57,184 |2022-04-08|25,670     |Lyndon Evershed |
|57,185 |2022-04-08|1,340      |Jenna Harbud    |
|57,186 |2022-04-08|2,836      |Richard Shaw    |
|57,187 |2022-04-08|1,332.5    |Richard Shaw    |
|57,188 |2022-04-08|2,339.5    |Jenna Harbud    |
|57,189 |2022-04-08|254.97     |Freddy Machicado|
|57,190 |2022-04-08|5,005      |Lyndon Evershed |
|57,191 |2022-04-08|705.9      |Garth Evershed  |
|57,192 |2022-04-08|5,229      |Jenna Harbud    |
|57,193 |2022-04-08|3,424.45   |Freddy Machicado|
|57,194 |2022-04-08|3,265      |Lyndon Evershed |
|57,195 |2022-04-11|105.2      |Jenna Harbud    |
|57,196 |2022-04-11|11,089     |Garth Evershed  |
|57,197 |2022-04-11|1,800      |Lyndon Evershed |
|57,198 |2022-04-11|975        |Lyndon Evershed |
|57,199 |2022-04-11|1,353.04   |Jenna Harbud    |
|57,200 |2022-04-11|1,390      |Garth Evershed  |
|57,201 |2022-04-11|695        |Garth Evershed  |
|57,202 |2022-04-11|964        |Lyndon Evershed |
|57,203 |2022-04-11|2,169.5    |Jenna Harbud    |
|57,204 |2022-04-12|495        |Garth Evershed  |
|57,205 |2022-04-12|5,900      |Lyndon Evershed |
|57,206 |2022-04-12|6,875      |Lyndon Evershed |
|57,207 |2022-04-12|2,085      |Richard Shaw    |
|57,208 |2022-04-12|250.54     |Lyndon Evershed |
|57,209 |2022-04-12|388.55     |Garth Evershed  |
|57,210 |2022-04-12|8,670      |Freddy Machicado|
|57,211 |2022-04-13|1,162.67   |Garth Evershed  |
|57,212 |2022-04-13|714        |Garth Evershed  |
|57,213 |2022-04-13|1,115      |Garth Evershed  |
|57,214 |2022-04-13|315.55     |Garth Evershed  |
|57,215 |2022-04-13|1,002.5    |Lyndon Evershed |
|57,216 |2022-04-13|519.95     |Garth Evershed  |
|57,217 |2022-04-13|5,654      |Lyndon Evershed |
|57,218 |2022-04-13|5,662.95   |Garth Evershed  |
|57,219 |2022-04-13|493        |Lyndon Evershed |
|57,220 |2022-04-14|545.06     |Garth Evershed  |
|57,221 |2022-04-14|1,914      |Jenna Harbud    |
|57,222 |2022-04-14|412.4      |Garth Evershed  |
|57,223 |2022-04-14|690        |Jenna Harbud    |
|57,224 |2022-04-14|1,580.55   |Garth Evershed  |
|57,225 |2022-04-14|3,322      |Douglas Evershed|
|57,226 |2022-04-19|4,015.1    |Garth Evershed  |
|57,227 |2022-04-19|526.06     |Freddy Machicado|
|57,228 |2022-04-19|1,355      |Jenna Harbud    |
|57,229 |2022-04-19|2,945      |Jenna Harbud    |
|57,230 |2022-04-19|260        |Lyndon Evershed |
|57,231 |2022-04-19|2,895      |Jenna Harbud    |
|57,232 |2022-04-19|452.7      |Jenna Harbud    |
|57,233 |2022-04-19|410.75     |Richard Shaw    |
|57,234 |2022-04-19|1,852.08   |Garth Evershed  |
|57,235 |2022-04-20|875        |Lyndon Evershed |
|57,236 |2022-04-20|166.5      |Lyndon Evershed |
|57,237 |2022-04-20|2,370      |Freddy Machicado|
|57,238 |2022-04-20|2,375      |Jenna Harbud    |
|57,239 |2022-04-20|1,812.5    |Jenna Harbud    |
|57,240 |2022-04-20|3,844.95   |Garth Evershed  |
|57,241 |2022-04-20|270        |Lyndon Evershed |
|57,242 |2022-04-20|300.5      |Garth Evershed  |
|57,243 |2022-04-20|309.9      |Garth Evershed  |
|57,244 |2022-04-20|3,930.6    |Lyndon Evershed |
|57,245 |2022-04-21|479.5      |Lyndon Evershed |
|57,246 |2022-04-21|2,280      |Garth Evershed  |
|57,247 |2022-04-21|425.95     |Garth Evershed  |
|57,248 |2022-04-21|858        |Lyndon Evershed |
|57,249 |2022-04-21|2,167      |Douglas Evershed|
|57,250 |2022-04-21|1,688.52   |Lyndon Evershed |
|57,251 |2022-04-21|302.5      |Lyndon Evershed |
|57,252 |2022-04-21|690        |Jenna Harbud    |
|57,253 |2022-04-21|3,374.4    |Richard Shaw    |
|57,254 |2022-04-22|305        |Garth Evershed  |
|57,255 |2022-04-22|1,696.5    |Garth Evershed  |
|57,256 |2022-04-22|4,079.19   |Garth Evershed  |
|57,257 |2022-04-25|1,098      |Lyndon Evershed |
|57,258 |2022-04-25|90.22      |Jenna Harbud    |
|57,259 |2022-04-25|1,361      |Jenna Harbud    |
|57,260 |2022-04-25|397.5      |Jenna Harbud    |
|57,261 |2022-04-25|882        |Jenna Harbud    |
|57,262 |2022-04-25|1,073      |Lyndon Evershed |
|57,263 |2022-04-25|6,590      |Freddy Machicado|
|57,264 |2022-04-25|1,300      |Lyndon Evershed |
|57,265 |2022-04-25|10,445     |Jenna Harbud    |
|57,266 |2022-04-25|1,015.5    |Richard Shaw    |
|57,267 |2022-04-26|2,170      |Jenna Harbud    |
|57,268 |2022-04-26|993        |Jenna Harbud    |
|57,269 |2022-04-26|895        |Richard Shaw    |
|57,270 |2022-04-26|2,562.55   |Richard Shaw    |
|57,271 |2022-04-26|3,553      |Freddy Machicado|
|57,272 |2022-04-27|3,201      |Garth Evershed  |
|57,273 |2022-04-27|574.5      |Lyndon Evershed |
|57,274 |2022-04-27|388        |Freddy Machicado|
|57,275 |2022-04-27|510.25     |Lyndon Evershed |
|57,276 |2022-04-27|376        |Freddy Machicado|
|57,277 |2022-04-27|627        |Freddy Machicado|
|57,278 |2022-04-28|2,792.25   |Garth Evershed  |
|57,279 |2022-04-28|371.3      |Garth Evershed  |
|57,280 |2022-04-28|1,055      |Garth Evershed  |
|57,281 |2022-04-28|971.75     |Richard Shaw    |
|57,282 |2022-04-28|2,482.5    |Jenna Harbud    |
|57,283 |2022-04-28|355        |Jenna Harbud    |
|57,284 |2022-04-28|4,210.08   |Richard Shaw    |
|57,285 |2022-04-28|190        |Richard Shaw    |
|57,286 |2022-04-28|1,899.95   |Lyndon Evershed |
|57,287 |2022-04-28|4,364.65   |Garth Evershed  |
|57,288 |2022-04-28|3,120.1    |Jenna Harbud    |
|57,289 |2022-04-29|4,000      |Richard Shaw    |
|57,290 |2022-04-29|12,950     |Garth Evershed  |
|57,291 |2022-04-29|471        |Jenna Harbud    |
|57,292 |2022-04-29|418        |Lyndon Evershed |
|57,293 |2022-04-29|1,358.08   |Lyndon Evershed |
|57,294 |2022-04-29|6,587.32   |Garth Evershed  |
|57,295 |2022-04-29|134.26     |Garth Evershed  |
|57,296 |2022-04-29|1,606.76   |Jenna Harbud    |
|57,297 |2022-04-29|3,571.25   |Garth Evershed  |
|57,298 |2022-05-03|1,019      |Lyndon Evershed |
|57,299 |2022-05-03|1,958      |Douglas Evershed|
|57,300 |2022-05-03|978        |Douglas Evershed|
|57,301 |2022-05-03|8,647.38   |Freddy Machicado|
|57,302 |2022-05-03|500        |Lyndon Evershed |
|57,303 |2022-05-03|2,384.75   |Garth Evershed  |
|57,304 |2022-05-03|2,782      |Garth Evershed  |
|57,305 |2022-05-04|1,627.5    |Richard Shaw    |
|57,306 |2022-05-04|1,388.02   |Garth Evershed  |
|57,307 |2022-05-04|2,111.77   |Garth Evershed  |
|57,308 |2022-05-04|457        |Richard Shaw    |
|57,309 |2022-05-04|324.75     |Freddy Machicado|
|57,310 |2022-05-04|1,035      |Freddy Machicado|
|57,311 |2022-05-04|258.76     |Freddy Machicado|
|57,312 |2022-05-04|524        |Lyndon Evershed |
|57,313 |2022-05-04|2,384.75   |Garth Evershed  |
|57,314 |2022-05-04|11,943.25  |Garth Evershed  |
|57,315 |2022-05-04|2,092.4    |Garth Evershed  |
|57,316 |2022-05-04|938        |Richard Shaw    |
|57,317 |2022-05-04|1,390      |Lyndon Evershed |
|57,318 |2022-05-05|1,416      |Jenna Harbud    |
|57,319 |2022-05-05|645        |Jenna Harbud    |
|57,320 |2022-05-05|1,592.5    |Lyndon Evershed |
|57,321 |2022-05-05|510.95     |Richard Shaw    |
|57,322 |2022-05-05|3,750      |Jenna Harbud    |
|57,323 |2022-05-05|2,623.9    |Jenna Harbud    |
|57,324 |2022-05-05|6,075.95   |Freddy Machicado|
|57,325 |2022-05-05|4,097      |Garth Evershed  |
|57,326 |2022-05-05|687.5      |Garth Evershed  |
|57,327 |2022-05-05|32,003     |Douglas Evershed|
|57,328 |2022-05-05|12,130     |Douglas Evershed|
|57,329 |2022-05-05|130,000    |Richard Shaw    |
|57,330 |2022-05-05|2,435.75   |Richard Shaw    |
|15,180 |2023-09-01|4,455.5    |Jenna Harbud    |
|57,331 |2022-05-05|4,999.5    |Lyndon Evershed |
|15,181 |2023-09-01|2,555      |Lyndon Evershed |
|57,332 |2022-05-05|1,075.3    |Lyndon Evershed |
|57,333 |2022-05-05|815        |Douglas Evershed|
|57,334 |2022-05-06|6,016      |Lyndon Evershed |
|57,335 |2022-05-06|2,293      |Lyndon Evershed |
|57,336 |2022-05-06|194.5      |Garth Evershed  |
|57,337 |2022-05-06|319        |Jenna Harbud    |
|57,338 |2022-05-06|6,439.5    |Jenna Harbud    |
|57,339 |2022-05-06|3,511.5    |Lyndon Evershed |
|57,340 |2022-05-06|470        |Jenna Harbud    |
|57,341 |2022-05-06|596        |Lyndon Evershed |
|57,342 |2022-05-06|21,205.15  |Garth Evershed  |
|57,343 |2022-05-09|3,992.5    |Jenna Harbud    |
|57,344 |2022-05-09|4,888      |Jenna Harbud    |
|57,345 |2022-05-09|2,706.6    |Lyndon Evershed |
|57,346 |2022-05-09|252        |Richard Shaw    |
|57,347 |2022-05-09|2,244.5    |Lyndon Evershed |
|57,348 |2022-05-09|1,337      |Garth Evershed  |
|57,349 |2022-05-09|1,145.9    |Garth Evershed  |
|57,350 |2022-05-09|6,421      |Lyndon Evershed |
|57,351 |2022-05-09|916        |Jenna Harbud    |
|57,352 |2022-05-09|622.5      |Freddy Machicado|
|57,353 |2022-05-10|506        |Douglas Evershed|
|57,354 |2022-05-10|2,293      |Douglas Evershed|
|57,355 |2022-05-10|625        |Lyndon Evershed |
|57,356 |2022-05-10|514.75     |Jenna Harbud    |
|57,357 |2022-05-10|4,146      |Jenna Harbud    |
|57,358 |2022-05-10|608        |Richard Shaw    |
|57,359 |2022-05-10|633        |Garth Evershed  |
|57,360 |2022-05-10|1,289.7    |Jenna Harbud    |
|57,361 |2022-05-10|505.5      |Lyndon Evershed |
|57,362 |2022-05-10|505.25     |Garth Evershed  |
|57,363 |2022-05-10|14,037.9   |Garth Evershed  |
